proteinID,domainID,domainDescription,domainStart,domainEnd
A0A077WDA3,LowComplexity,Uncharacterized protein OS=Lichtheimia ramosa GN=LRAMOSA07128 PE=4 SV=1,383,398
A0A077WL08,mobidb-lite,disorder_prediction,1,32
A0A077WN17,PF00385,Chromo domain,96,147
A0A077WP29,PF00806,Pumilio RNA-binding repeat,729,749
A0A077WP81,PF11712,ATPase vacuolar ER assembly factor Vma12,69,197
A0A077WR03,PF01655,Ribosomal protein L32e,16,122
A0A077WSA0,PF17048,Neutral/alkaline non-lysosomal ceramidase C-terminal,491,664
A0A077WSZ1,PF00571,CBS domain,242,301
A0A077WXG2,PF00491,Ureohydrolase,84,377
A0A077X249,PF16528,Exocyst component Exo84 C-terminal,381,583
A0A077X315,mobidb-lite,disorder_prediction,1,22
A0A077Y0I8,PF01217,AP complex mu/sigma subunit,1,138
A0A077Z4L8,PF00035,Double-stranded RNA-binding domain,149,218
A0A077Z826,PF10584,Proteasome alpha-subunit N-terminal domain,8,30
A0A077ZF67,PF06418,CTP synthase N-terminal,3,271
A0A077ZNC0,CoiledCoil,Methionine synthase OS=Stylonychia lemnae GN=Contig15330.g16342 PE=4 SV=1,910,931
A0A077ZP30,PF16908,Vacuolar protein sorting-associated protein 13 second N-terminal domain,145,354
A0A077ZYE0,PF00533,BRCT domain,556,626
A0A078A182,PF15801,MYND-like zinc finger mRNA-binding,13,58
A0A078ADS5,PF00072,Signal transduction response regulator receiver domain,1016,1091
A0A078AU56,mobidb-lite,disorder_prediction,4972,5016
A0A078B167,mobidb-lite,disorder_prediction,281,416
A0A078B8V2,PF07500,Transcription elongation factor S-II central domain,235,339
A0A078B8Z5,mobidb-lite,disorder_prediction,183,205
A0A078B9L3,mobidb-lite,disorder_prediction,171,193
A0A078C1V2,mobidb-lite,disorder_prediction,25,191
A0A078C694,PF03087,Protein of unknown function DUF241 plant,48,256
A0A078CA80,PF00004,ATPase AAA-type core,174,287
A0A078CF80,PF00560,Leucine-rich repeat,448,465
A0A078CIM2,PF09733,Polycomb protein VEFS-Box,249,384
A0A078CU36,PF00225,Kinesin motor domain,117,410
A0A078D5D2,PF01397,Terpene synthase N-terminal domain,21,182
A0A078DV18,PF00141,Haem peroxidase plant/fungal/bacterial,39,273
A0A078DWT4,mobidb-lite,disorder_prediction,37,62
A0A078DYU8,PF14432,DYW domain,552,676
A0A078DZV1,PF03145,Seven-in-absentia protein TRAF-like domain,85,284
A0A078E2G4,PF00271,Helicase C-terminal,552,680
A0A078E3Q3,PF02493,MORN motif,205,226
A0A078E3X0,PF09425,CO/COL/TOC1 conserved site,210,235
A0A078E4X2,PF01582,Toll/interleukin-1 receptor homology (TIR) domain,12,172
A0A078E5A8,PF05498,Rapid ALkalinization Factor,46,108
A0A078ECC4,PF13855,Leucine-rich repeat,84,130
A0A078EQ35,PF03727,Hexokinase C-terminal,247,487
A0A078ERF8,mobidb-lite,disorder_prediction,106,127
A0A078ERI9,PF00249,SANT/Myb domain,67,112
A0A078ES12,PF02493,MORN motif,189,206
A0A078ESM5,PF03171,Oxoglutarate/iron-dependent dioxygenase,223,321
A0A078EV27,PF00012,Heat shock protein 70 family,15,169
A0A078EVZ0,mobidb-lite,disorder_prediction,184,206
A0A078EWM2,PF12436,Ubiquitin carboxyl-terminal hydrolase 7 ICP0-binding domain,625,875
A0A078F1D5,PF16186,Atypical Arm repeat,455,502
A0A078F2V6,PF00847,AP2/ERF domain,26,76
A0A078F5I4,PF00082,Peptidase S8/S53 domain,163,661
A0A078F710,PF00733,Asparagine synthase,210,360
A0A078F7L1,PF01873,Translation initiation factor IF2/IF5,144,252
A0A078F8P3,PF02852,Pyridine nucleotide-disulphide oxidoreductase dimerisation domain,256,359
A0A078F9L0,mobidb-lite,disorder_prediction,240,262
A0A078FKD2,mobidb-lite,disorder_prediction,1,404
A0A078FSW2,mobidb-lite,disorder_prediction,41,60
A0A078FX66,PF00646,F-box domain,31,73
A0A078G505,PF14547,Hydrophobic seed protein,27,109
A0A078GBN3,PF00063,Myosin head motor domain,164,822
A0A078GQ45,PF13639,Zinc finger RING-type,135,178
A0A078GQV7,mobidb-lite,disorder_prediction,370,418
A0A078H4S0,PF04433,SWIRM domain,150,227
A0A078H522,mobidb-lite,disorder_prediction,1204,1225
A0A078HBD0,PF01167,Tubby C-terminal,147,382
A0A078HW80,mobidb-lite,disorder_prediction,1,25
A0A078I0A4,PF01652,Translation Initiation factor eIF- 4e,71,222
A0A078I8W3,PF03868,Ribosomal protein L6 N-terminal,3,61
A0A078IGX8,PF06747,CHCH,50,82
A0A078IH39,PF01486,Transcription factor K-box,83,170
A0A078IIC9,mobidb-lite,disorder_prediction,331,396
A0A078IY75,PF00225,Kinesin motor domain,96,427
A0A078IYX0,mobidb-lite,disorder_prediction,223,414
A0A078J6K9,PF03171,Oxoglutarate/iron-dependent dioxygenase,159,265
A0A078J705,PF01697,Glycosyltransferase family 92,282,528
A0A078JDE7,PF06012,E3 ubiquitin ligase domain of unknown function DUF908,110,208
A0A078JF71,PF03144,Translation elongation factor EFTu-like domain 2,296,366
A0A078JHF3,mobidb-lite,disorder_prediction,72,98
A0A078JNN1,PF00501,AMP-dependent synthetase/ligase,85,590
A0A078JNR9,PF00810,ER lumen protein retaining receptor,28,171
A0A078K0X3,PF04749,PLAC8 motif-containing protein,68,166
A0A078K340,PF06022,Variant antigen yir/bir/cir,7,296
A0A078K949,PF01145,Band 7 domain,97,267
A0A078KA44,PF00176,SNF2-related N-terminal domain,949,1201
A0A078KDZ1,PF01704,UDPGP family,239,518
A0A081CE01,PF00929,Exonuclease RNase T/DNA polymerase III,255,406
A0A081CIF8,mobidb-lite,disorder_prediction,415,437
A0A081CK44,mobidb-lite,disorder_prediction,1744,1776
A0A084FU97,mobidb-lite,disorder_prediction,347,459
A0A084FVH8,PF05193,Peptidase M16 C-terminal,838,926
A0A084FXW9,PF02824,TGS,256,328
A0A084G1I8,mobidb-lite,disorder_prediction,224,254
A0A084G1L4,mobidb-lite,disorder_prediction,261,299
A0A084G380,mobidb-lite,disorder_prediction,237,267
A0A084G3N7,PF04082,Transcription factor domain fungi,172,365
A0A084G8B2,CoiledCoil,Ubiquitin carboxyl-terminal hydrolase OS=Scedosporium apiospermum GN=SAPIO_CDS4499 PE=3 SV=1,494,515
A0A084VDL8,mobidb-lite,disorder_prediction,243,269
A0A084VIG4,mobidb-lite,disorder_prediction,511,532
A0A084VP83,PF06910,Male enhanced antigen 1,31,158
A0A084VSW4,CoiledCoil,AGAP011223-PA-like protein OS=Anopheles sinensis GN=ZHAS_00008680 PE=4 SV=1,58,79
A0A084VTM4,mobidb-lite,disorder_prediction,958,982
A0A084VZ78,PF13949,ALIX V-shaped domain,414,703
A0A084VZ86,PF00431,CUB domain,1907,2004
A0A084W849,PF13855,Leucine-rich repeat,501,560
A0A084WAT0,PF00053,Laminin EGF domain,328,352
A0A084WID4,PF00057,Low-density lipoprotein (LDL) receptor class A repeat,3639,3674
A0A084WJE9,PF02210,Laminin G domain,454,575
A0A084WJK7,mobidb-lite,disorder_prediction,481,502
A0A084WNA4,PF00067,Cytochrome P450,31,492
A0A084WQN2,CoiledCoil,Uncharacterized protein OS=Anopheles sinensis GN=ZHAS_00020774 PE=4 SV=1,1364,1385
A0A085LY71,PF00014,Pancreatic trypsin inhibitor Kunitz domain,1472,1523
A0A085M5N6,PF00076,RNA recognition motif domain,204,266
A0A085MDD9,mobidb-lite,disorder_prediction,751,778
A0A085MGA6,PF02759,RUN domain,20,148
A0A085MSE9,PF03184,DDE superfamily endonuclease domain,62,243
A0A085MXM4,mobidb-lite,disorder_prediction,409,428
A0A085N9H1,PF01359,Transposase type 1,197,273
A0A085NBY8,PF01359,Transposase type 1,1,49
A0A085NJK6,PF00621,Dbl homology (DH) domain,1356,1523
A0A085NLL0,PF00102,PTP type protein phosphatase,544,777
A0A085NMJ6,PF07690,Major facilitator superfamily,698,1046
A0A085NTC3,mobidb-lite,disorder_prediction,479,510
A0A087G1J8,PF02458,Transferase,10,268
A0A087GGV3,mobidb-lite,disorder_prediction,317,385
A0A087GK52,PF05577,Peptidase S28,52,441
A0A087GM10,PF00153,Mitochondrial substrate/solute carrier,13,56
A0A087GP42,LowComplexity,Tubulin beta chain OS=Arabis alpina GN=AALP_AA6G140100 PE=3 SV=1,431,445
A0A087GP74,PF02136,Nuclear transport factor 2,11,125
A0A087GXF4,mobidb-lite,disorder_prediction,1,25
A0A087GZA7,PF03931,SKP1 component POZ domain,47,106
A0A087H144,mobidb-lite,disorder_prediction,795,815
A0A087H491,PF01535,Pentatricopeptide repeat,387,410
A0A087H5K8,PF00520,Ion transport domain,28,310
A0A087H8B5,PF00069,Protein kinase domain,528,681
A0A087HB06,mobidb-lite,disorder_prediction,1,27
A0A087HFS1,PF00400,WD40 repeat,32,67
A0A087HHV3,PF00153,Mitochondrial substrate/solute carrier,247,345
A0A087HI51,PF00917,MATH/TRAF domain,105,207
A0A087QJH3,PF01158,Ribosomal protein L36e,1,68
A0A087QLT2,PF02037,SAP domain,380,412
A0A087QMD8,PF00443,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,350,785
A0A087QSB9,PF07648,Kazal domain,496,534
A0A087QWD1,mobidb-lite,disorder_prediction,362,423
A0A087QWK0,PF01302,CAP Gly-rich domain,77,141
A0A087QXE3,mobidb-lite,disorder_prediction,1,58
A0A087RAY7,PF00017,SH2 domain,2,77
A0A087RJZ9,PF00105,Zinc finger nuclear hormone receptor-type,23,92
A0A087RK67,PF00210,Ferritin/DPS protein domain,8,120
A0A087SB07,mobidb-lite,disorder_prediction,246,301
A0A087SLZ3,PF07741,Brf1 TBP-binding domain,654,773
A0A087T7E7,PF00133,Aminoacyl-tRNA synthetase class Ia,110,273
A0A087TTF6,PF08205,CD80-like immunoglobulin C2-set,4,33
A0A087TXD7,PF03045,DAN,23,103
A0A087U3B9,mobidb-lite,disorder_prediction,194,339
A0A087U4C8,mobidb-lite,disorder_prediction,1,36
A0A087U599,PF08620,RNA polymerase II-associated protein 1 C-terminal,354,417
A0A087USH5,PF00994,MoaB/Mog domain,19,160
A0A087V0G2,PF13401,AAA+ ATPase domain,127,230
A0A087VZS9,mobidb-lite,disorder_prediction,237,299
A0A087W1J1,PF14748,Pyrroline-5-carboxylate reductase dimerisation domain,183,285
A0A087X097,PF00028,Cadherin,2410,2500
A0A087X3F5,PF00069,Protein kinase domain,92,347
A0A087X5A1,PF01344,Kelch repeat type 1,467,523
A0A087X6G0,mobidb-lite,disorder_prediction,203,280
A0A087X7Y5,CoiledCoil,Uncharacterized protein OS=Poecilia formosa PE=4 SV=2,26455,26476
A0A087X9G5,mobidb-lite,disorder_prediction,536,624
A0A087X9X5,PF00054,Laminin G domain,1170,1301
A0A087XA10,mobidb-lite,disorder_prediction,464,510
A0A087XAA5,PF00324,Amino acid permease/ SLC12A domain,182,686
A0A087XB66,PF00169,Pleckstrin homology domain,1073,1164
A0A087XGN6,mobidb-lite,disorder_prediction,681,758
A0A087XIF8,mobidb-lite,disorder_prediction,767,806
A0A087XKW1,mobidb-lite,disorder_prediction,99,143
A0A087XLE0,PF09744,JNK/Rab-associated protein-1 N-terminal,23,177
A0A087XNR1,PF03160,Na-Ca exchanger/integrin-beta4,2323,2382
A0A087XQR0,PF12265,Histone-binding protein RBBP4 N-terminal,19,88
A0A087XSL8,mobidb-lite,disorder_prediction,816,883
A0A087XTD6,PF00651,BTB/POZ domain,20,122
A0A087XV61,PF01457,Peptidase M8 leishmanolysin,356,464
A0A087XXA1,mobidb-lite,disorder_prediction,328,347
A0A087XZ85,PF13516,Leucine-rich repeat,900,923
A0A087Y373,PF14749,Acyl-coenzyme A oxidase N-terminal,15,132
A0A087Y5U5,mobidb-lite,disorder_prediction,108,163
A0A087Y6X7,mobidb-lite,disorder_prediction,1909,1941
A0A087YAY3,PF00178,Ets domain,248,330
A0A087YBW1,mobidb-lite,disorder_prediction,202,225
A0A087YE24,PF00595,PDZ domain,997,1077
A0A087YGR0,mobidb-lite,disorder_prediction,429,465
A0A087YJ29,PF02148,Zinc finger UBP-type,46,106
A0A087YJI8,mobidb-lite,disorder_prediction,28,95
A0A087ZQX8,mobidb-lite,disorder_prediction,1392,1522
A0A088A0P5,PF00106,Short-chain dehydrogenase/reductase SDR,3,193
A0A088A3T0,PF06881,RNA polymerase II transcription factor SIII subunit A,574,660
A0A088A8J7,PF00069,Protein kinase domain,1818,2081
A0A088A971,PF00531,Death domain,908,986
A0A088AB70,mobidb-lite,disorder_prediction,1543,1565
A0A088AEU8,PF00596,Class II aldolase/adducin N-terminal,126,308
A0A088AIB0,CoiledCoil,Uncharacterized protein OS=Apis mellifera GN=LOC100578129 PE=3 SV=1,974,995
A0A088AQ74,mobidb-lite,disorder_prediction,292,311
A0A088B0N0,PF01348,Domain X,374,491
A0A088F643,PF00115,Cytochrome c oxidase subunit I,4,312
A0A088FAZ3,PF02786,Carbamoyl-phosphate synthetase large subunit-like ATP-binding domain,220,320
A0A088FFI8,PF02807,ATP:guanido phosphotransferase N-terminal,12,82
A0A088FH80,PF00001,G protein-coupled receptor rhodopsin-like,35,151
A0A088FPB3,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,112,403
A0A088FRB8,PF00623,RNA polymerase alpha subunit,6,55
A0A088S181,PF00076,RNA recognition motif domain,10,78
A0A088S3D9,mobidb-lite,disorder_prediction,1,21
A0A088S3Z8,mobidb-lite,disorder_prediction,1022,1065
A0A088S4L4,mobidb-lite,disorder_prediction,1138,1163
A0A088S789,PF12796,Ankyrin repeat-containing domain,2358,2424
A0A088S900,mobidb-lite,disorder_prediction,743,787
A0A088SA12,PF13855,Leucine-rich repeat,66,123
A0A088SE95,mobidb-lite,disorder_prediction,1118,1153
A0A088SGY9,PF02777,Manganese/iron superoxide dismutase C-terminal,91,193
A0A089MY32,PF01348,Domain X,215,324
A0A089VGI8,PF00578,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,7,139
A0A089VJD9,PF00468,Ribosomal protein L34,2,45
A0A089WWI7,PF13193,AMP-binding enzyme C-terminal domain,456,531
A0A090L461,PF00135,Carboxylesterase type B,554,1065
A0A090L7B5,mobidb-lite,disorder_prediction,2040,2111
A0A090LB73,PF10557,Cullin protein neddylation domain,709,769
A0A090LEA5,PF06602,Myotubularin-like phosphatase domain,130,468
A0A090LIE5,PF14497,Glutathione S-transferase C-terminal,98,186
A0A090LM91,mobidb-lite,disorder_prediction,338,359
A0A090LYW1,mobidb-lite,disorder_prediction,88,110
A0A090M7P0,PF07821,Alpha-amylase C-terminal beta-sheet,90,148
A0A090MZM9,PF00581,Rhodanese-like domain,200,319
A0A090XAP7,PF13843,PiggyBac transposable element-derived protein,1,212
A0A091CM24,PF00170,Basic-leucine zipper domain,228,283
A0A091CNT1,PF06862,Digestive organ expansion factor predicted,265,739
A0A091CT01,PF04777,ERV/ALR sulfhydryl oxidase domain,344,445
A0A091CVU5,CoiledCoil,Citron Rho-interacting kinase OS=Fukomys damarensis GN=H920_14983 PE=3 SV=1,988,1009
A0A091CW88,mobidb-lite,disorder_prediction,108,128
A0A091CYF3,PF12796,Ankyrin repeat-containing domain,13,98
A0A091D0G4,CoiledCoil,Stromal interaction molecule 1 OS=Fukomys damarensis GN=H920_14592 PE=4 SV=1,224,252
A0A091D1W0,PF00788,Ras-associating (RA) domain,126,226
A0A091D4N7,CoiledCoil,Serine/threonine-protein kinase MRCK alpha OS=Fukomys damarensis GN=H920_13234 PE=3 SV=1,715,736
A0A091D937,PF01833,IPT domain,1334,1432
A0A091D9Z8,PF08583,Cytochrome c oxidase biogenesis protein Cmc1-like,1,65
A0A091DAV3,PF00571,CBS domain,482,529
A0A091DBP5,mobidb-lite,disorder_prediction,253,366
A0A091DBV8,PF00041,Fibronectin type III,28478,28561
A0A091DHX6,PF07732,Multicopper oxidase type 3,141,247
A0A091DLU8,PF10480,Integrin binding protein ICAP-1,1,199
A0A091DMG3,CoiledCoil,Nuclear mitotic apparatus protein 1 OS=Fukomys damarensis GN=H920_14600 PE=4 SV=1,693,771
A0A091DQE5,mobidb-lite,disorder_prediction,347,371
A0A091DS16,PF13765,SPRY-associated,251,299
A0A091DSK2,PF00005,ABC transporter-like,1220,1368
A0A091DSW0,PF08030,Ferric reductase NAD binding domain,363,512
A0A091DT21,PF05994,Cytoplasmic FMR1-interacting,1759,1967
A0A091DYI4,PF00169,Pleckstrin homology domain,7,97
A0A091E051,PF14545,DBB domain,179,317
A0A091E419,PF00581,Rhodanese-like domain,184,305
A0A091E4N8,mobidb-lite,disorder_prediction,1,94
A0A091E6I4,mobidb-lite,disorder_prediction,1,132
A0A091EFD5,PF02931,Neurotransmitter-gated ion-channel ligand-binding domain,1,164
A0A091EFT2,mobidb-lite,disorder_prediction,321,366
A0A091EIW8,PF06472,ABC transporter type 1 transmembrane domain,22,302
A0A091ELH4,PF01231,Indoleamine 23-dioxygenase,17,401
A0A091EQ61,PF07645,EGF-like calcium-binding domain,3,42
A0A091F3A0,PF00534,Glycosyl transferase family 1,180,326
A0A091F5A4,PF01008,Initiation factor 2B-related,2,280
A0A091F8U2,PF00018,SH3 domain,185,231
A0A091FCK1,mobidb-lite,disorder_prediction,65,90
A0A091FMY9,PF00307,Calponin homology domain,249,359
A0A091FQA9,PF00415,Regulator of chromosome condensation RCC1,125,173
A0A091FRU1,PF07648,Kazal domain,581,606
A0A091FUC2,PF16172,Dedicator of cytokinesis N-terminal domain,63,90
A0A091FX61,mobidb-lite,disorder_prediction,322,357
A0A091FY39,mobidb-lite,disorder_prediction,507,536
A0A091G8V7,mobidb-lite,disorder_prediction,94,120
A0A091GCF7,mobidb-lite,disorder_prediction,996,1020
A0A091GK66,mobidb-lite,disorder_prediction,1,60
A0A091GM81,PF00041,Fibronectin type III,548,626
A0A091GMX7,PF02141,DENN domain,528,709
A0A091GY85,PF14260,C4-type zinc-finger of DNA polymerase delta,3014,3081
A0A091HHB4,PF12894,Anaphase-promoting complex subunit 4 WD40 domain,1669,1748
A0A091HNM4,PF00169,Pleckstrin homology domain,178,271
A0A091HP71,mobidb-lite,disorder_prediction,569,611
A0A091HVU1,mobidb-lite,disorder_prediction,453,482
A0A091HZT0,PF00450,Peptidase S10 serine carboxypeptidase,4,419
A0A091IDZ4,PF13639,Zinc finger RING-type,542,584
A0A091II84,PF00168,C2 domain,745,846
A0A091IJV0,PF00017,SH2 domain,12,86
A0A091IMF0,PF00400,WD40 repeat,315,352
A0A091IS65,PF00557,Peptidase M24,232,462
A0A091IV98,PF02544,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal,210,361
A0A091IVH6,PF04051,Transport protein particle (TRAPP) component,3,150
A0A091IZF6,PF02586,SOS response associated peptidase (SRAP),1,247
A0A091J1U5,mobidb-lite,disorder_prediction,94,130
A0A091J4S9,PF15902,Sortilin N-terminal,30,482
A0A091J808,PF15167,Protein of unknown function DUF4581,28,105
A0A091JCX5,PF00057,Low-density lipoprotein (LDL) receptor class A repeat,2710,2745
A0A091JE78,PF00907,Transcription factor T-box,226,242
A0A091JVJ7,PF00822,PMP-22/EMP/MP20/Claudin superfamily,12,191
A0A091K1V3,PF07545,Vestigial familiy,20,50
A0A091K395,PF13887,Myelin gene regulatory factor C-terminal domain 1,46,76
A0A091K7G6,CoiledCoil,Protein KIBRA (Fragment) OS=Colius striatus GN=N325_10268 PE=4 SV=1,125,146
A0A091KB45,PF00435,Spectrin repeat,1492,1593
A0A091KCH9,PF06462,Beta-propeller repeat TECPR,965,995
A0A091KG48,PF14604,SH3 domain,277,327
A0A091KHX2,PF00170,Basic-leucine zipper domain,89,148
A0A091KRM9,PF01759,Netrin module non-TIMP type,497,598
A0A091KW15,PF04089,BRICHOS domain,97,186
A0A091KW70,mobidb-lite,disorder_prediction,248,313
A0A091L054,PF00013,K Homology domain type 1,1130,1190
A0A091L1R5,PF00034,Cytochrome c-like domain,6,103
A0A091L3K4,PF00135,Carboxylesterase type B,2,384
A0A091L4L6,mobidb-lite,disorder_prediction,1,87
A0A091L5K5,mobidb-lite,disorder_prediction,378,427
A0A091LTW6,mobidb-lite,disorder_prediction,324,349
A0A091M026,mobidb-lite,disorder_prediction,120,139
A0A091M056,PF00412,Zinc finger LIM-type,163,216
A0A091M332,PF07645,EGF-like calcium-binding domain,153,195
A0A091M7F1,PF08474,Myelin transcription factor 1,480,653
A0A091MBX2,PF00880,Nebulin repeat,340,365
A0A091MDJ4,PF02990,Nonaspanin (TM9SF),24,511
A0A091MPC9,mobidb-lite,disorder_prediction,924,1177
A0A091MU74,PF02759,RUN domain,26,148
A0A091MWN9,mobidb-lite,disorder_prediction,593,620
A0A091N5R6,PF00588,tRNA/rRNA methyltransferase SpoU type,136,286
A0A091NAK6,mobidb-lite,disorder_prediction,748,768
A0A091NAS2,PF07645,EGF-like calcium-binding domain,950,986
A0A091NAX4,PF00092,von Willebrand factor type A,34,196
A0A091NKH2,PF16863,Galactose mutarotase N-terminal barrel,2,46
A0A091NW04,PF00402,Calponin repeat,225,248
A0A091NYU0,mobidb-lite,disorder_prediction,1305,1337
A0A091P3A7,PF10577,Uncharacterised protein family FAM171,1,860
A0A091P3M7,PF00076,RNA recognition motif domain,73,137
A0A091P7X1,PF08726,EF-hand Ca insensitive,711,777
A0A091P9A7,PF04968,CHORD domain,152,213
A0A091PB72,PF03782,AMOP domain,249,410
A0A091PD76,CoiledCoil,CDK5 regulatory subunit-associated protein 2 (Fragment) OS=Leptosomus discolor GN=N330_01168 PE=4 SV=1,283,311
A0A091PE33,mobidb-lite,disorder_prediction,803,857
A0A091PHW7,mobidb-lite,disorder_prediction,350,383
A0A091PRK3,PF02338,OTU domain,19,101
A0A091PSF1,PF07679,Immunoglobulin I-set,2229,2319
A0A091PT63,PF07679,Immunoglobulin I-set,306,393
A0A091Q208,PF16179,Rel homology dimerisation domain,57,152
A0A091QB15,mobidb-lite,disorder_prediction,1,49
A0A091QEY6,CoiledCoil,Ras and EF-hand domain-containing protein (Fragment) OS=Merops nubicus GN=N331_06541 PE=4 SV=1,126,168
A0A091QL04,PF01344,Kelch repeat type 1,408,452
A0A091QNG6,PF00790,VHS domain,1,126
A0A091QX88,PF00400,WD40 repeat,174,203
A0A091QZK5,PF00028,Cadherin,585,677
A0A091RCF7,PF00188,CAP domain,9,125
A0A091RJP0,mobidb-lite,disorder_prediction,1,26
A0A091RKL6,PF00105,Zinc finger nuclear hormone receptor-type,7,75
A0A091RTS5,PF00030,Beta/gamma crystallin,1,81
A0A091RV75,PF00209,Sodium:neurotransmitter symporter,43,568
A0A091RVZ6,PF00664,ABC transporter type 1 transmembrane domain,195,459
A0A091RWA0,mobidb-lite,disorder_prediction,24,58
A0A091S308,PF07690,Major facilitator superfamily,35,442
A0A091S3A6,mobidb-lite,disorder_prediction,802,843
A0A091S4R6,PF03129,Anticodon-binding,570,659
A0A091S9V0,mobidb-lite,disorder_prediction,1408,1451
A0A091SA02,PF11597,Mediator complex subunit Med13 N-terminal metazoa/fungi,2,361
A0A091SFB8,PF01546,Peptidase M20,65,433
A0A091SFC6,PF00271,Helicase C-terminal,400,506
A0A091SFZ3,PF13847,Methyltransferase domain,44,172
A0A091SIN1,CoiledCoil,Desmoplakin (Fragment) OS=Pelecanus crispus GN=N334_12669 PE=4 SV=1,354,385
A0A091SKD7,PF15827,UPF0730 family,106,151
A0A091SVJ5,mobidb-lite,disorder_prediction,976,1062
A0A091T2L8,mobidb-lite,disorder_prediction,383,436
A0A091T3D9,mobidb-lite,disorder_prediction,1101,1151
A0A091T5N6,PF02214,Potassium channel tetramerisation-type BTB domain,2,85
A0A091T5R8,PF16471,JNK-interacting protein leucine zipper II,6,76
A0A091T6T9,mobidb-lite,disorder_prediction,124,145
A0A091TB54,PF03250,Tropomodulin,6,92
A0A091TC38,PF09034,TRADD N-terminal,49,159
A0A091TL59,PF02513,Spindlin/spermiogenesis-specific protein,101,150
A0A091TMG4,mobidb-lite,disorder_prediction,1,25
